route,airline,travel_date,booking_date,advance_window_days,fare_class,base_fare,taxes,udf,convenience_fee,total_fare,source,timestamp_collected
MAA-DEL,SpiceJet,2026-09-09,2026-08-10,30,Economy Saver,900.68,162.12,81.68,42,1186.48,MakeMyTrip,2026-08-10T00:00:00+00:00
MAA-DEL,IndiGo,2026-09-24,2026-08-10,45,Premium Economy,665.06,119.71,81.68,35,901.45,MakeMyTrip,2026-08-10T00:00:00+00:00
MAA-DEL,Air India,2026-09-24,2026-08-10,45,Economy Saver,642.73,115.69,81.68,42,882.1,Cleartrip,2026-08-10T00:00:00+00:00
MAA-DEL,Air India Express,2026-09-24,2026-08-10,45,Economy Flex,672.39,121.03,81.68,49,924.1,ixigo,2026-08-10T00:00:00+00:00
MAA-DEL,Akasa Air,2026-09-24,2026-08-10,45,Premium Economy,670.9,120.76,81.68,35,908.34,airline site,2026-08-10T00:00:00+00:00
MAA-DEL,SpiceJet,2026-09-24,2026-08-10,45,Economy Saver,741.42,133.46,81.68,42,998.56,MakeMyTrip,2026-08-10T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,848.08,152.65,70.48,35,1106.21,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,Air India,2026-08-12,2026-08-11,1,Economy Flex,875.29,157.55,70.48,42,1145.32,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,898.72,161.77,70.48,49,1179.97,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,911.48,164.07,70.48,35,1181.03,ixigo,2026-08-11T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,917.4,165.13,70.48,42,1195.01,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,749.46,134.9,70.48,35,989.84,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,Air India,2026-08-18,2026-08-11,7,Economy Flex,843.55,151.84,70.48,42,1107.87,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,855.12,153.92,70.48,49,1128.52,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,832.18,149.79,70.48,35,1087.45,ixigo,2026-08-11T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,885.48,159.39,70.48,42,1157.35,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,705.81,127.05,70.48,35,938.34,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,Air India,2026-08-26,2026-08-11,15,Economy Flex,705.98,127.08,70.48,42,945.54,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,768.22,138.28,70.48,49,1025.98,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,774.2,139.36,70.48,35,1019.04,ixigo,2026-08-11T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,780.43,140.48,70.48,42,1033.39,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,569.26,102.47,70.48,35,777.21,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,Air India,2026-09-10,2026-08-11,30,Economy Flex,584.7,105.25,70.48,42,802.43,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,629.71,113.35,70.48,49,862.54,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BOM,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,655.15,117.93,70.48,35,878.56,ixigo,2026-08-11T00:00:00+00:00
DEL-BOM,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,653.88,117.7,70.48,42,884.06,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,530.79,95.54,70.48,35,731.81,airline site,2026-08-11T00:00:00+00:00
DEL-BOM,Air India,2026-09-25,2026-08-11,45,Economy Flex,533.63,96.05,70.48,42,742.16,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,560.32,100.86,70.48,49,780.66,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BOM,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,561.09,101.0,70.48,35,767.57,ixigo,2026-08-11T00:00:00+00:00
DEL-BOM,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,563.74,101.47,70.48,42,777.69,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,1145.71,206.23,81.32,35,1468.26,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India,2026-08-12,2026-08-11,1,Economy Flex,1117.77,201.2,81.32,42,1442.29,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,1260.51,226.89,81.32,49,1617.72,ixigo,2026-08-11T00:00:00+00:00
DEL-BLR,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,1220.96,219.77,81.32,35,1557.05,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,1376.72,247.81,81.32,42,1747.85,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,1054.61,189.83,81.32,35,1360.76,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India,2026-08-18,2026-08-11,7,Economy Flex,1164.83,209.67,81.32,42,1497.82,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,1096.24,197.32,81.32,49,1423.88,ixigo,2026-08-11T00:00:00+00:00
DEL-BLR,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,1159.51,208.71,81.32,35,1484.54,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,1259.36,226.68,81.32,42,1609.36,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,1027.17,184.89,81.32,35,1328.38,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India,2026-08-26,2026-08-11,15,Economy Flex,1088.74,195.97,81.32,42,1408.03,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,1054.6,189.83,81.32,49,1374.75,ixigo,2026-08-11T00:00:00+00:00
DEL-BLR,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,1178.46,212.12,81.32,35,1506.9,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,1112.81,200.31,81.32,42,1436.44,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,840.26,151.25,81.32,35,1107.83,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India,2026-09-10,2026-08-11,30,Economy Flex,801.42,144.26,81.32,42,1069.0,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,877.27,157.91,81.32,49,1165.5,ixigo,2026-08-11T00:00:00+00:00
DEL-BLR,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,804.07,144.73,81.32,35,1065.12,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,876.5,157.77,81.32,42,1157.59,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,693.12,124.76,81.32,35,934.2,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India,2026-09-25,2026-08-11,45,Economy Flex,668.66,120.36,81.32,42,912.34,Cleartrip,2026-08-11T00:00:00+00:00
DEL-BLR,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,738.77,132.98,81.32,49,1002.07,ixigo,2026-08-11T00:00:00+00:00
DEL-BLR,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,776.21,139.72,81.32,35,1032.25,airline site,2026-08-11T00:00:00+00:00
DEL-BLR,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,756.99,136.26,81.32,42,1016.57,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,638.72,114.97,65.16,35,853.85,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,Air India,2026-08-12,2026-08-11,1,Economy Flex,672.22,121.0,65.16,42,900.38,ixigo,2026-08-11T00:00:00+00:00
BOM-BLR,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,680.25,122.44,65.16,49,916.85,airline site,2026-08-11T00:00:00+00:00
BOM-BLR,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,725.39,130.57,65.16,35,956.12,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,753.14,135.57,65.16,42,995.87,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,622.03,111.97,65.16,35,834.16,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,Air India,2026-08-18,2026-08-11,7,Economy Flex,689.24,124.06,65.16,42,920.46,ixigo,2026-08-11T00:00:00+00:00
BOM-BLR,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,651.52,117.27,65.16,49,882.95,airline site,2026-08-11T00:00:00+00:00
BOM-BLR,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,726.08,130.69,65.16,35,956.93,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,681.65,122.7,65.16,42,911.51,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,585.72,105.43,65.16,35,791.31,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,Air India,2026-08-26,2026-08-11,15,Economy Flex,627.51,112.95,65.16,42,847.62,ixigo,2026-08-11T00:00:00+00:00
BOM-BLR,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,645.59,116.21,65.16,49,875.96,airline site,2026-08-11T00:00:00+00:00
BOM-BLR,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,628.64,113.16,65.16,35,841.96,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,669.97,120.59,65.16,42,897.72,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,506.94,91.25,65.16,35,698.35,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,Air India,2026-09-10,2026-08-11,30,Economy Flex,505.39,90.97,65.16,42,703.52,ixigo,2026-08-11T00:00:00+00:00
BOM-BLR,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,538.85,96.99,65.16,49,750.0,airline site,2026-08-11T00:00:00+00:00
BOM-BLR,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,575.71,103.63,65.16,35,779.5,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,565.0,101.7,65.16,42,773.86,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,447.6,80.57,65.16,35,628.33,Cleartrip,2026-08-11T00:00:00+00:00
BOM-BLR,Air India,2026-09-25,2026-08-11,45,Economy Flex,460.36,82.86,65.16,42,650.38,ixigo,2026-08-11T00:00:00+00:00
BOM-BLR,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,442.74,79.69,65.16,49,636.59,airline site,2026-08-11T00:00:00+00:00
BOM-BLR,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,480.22,86.44,65.16,35,666.82,MakeMyTrip,2026-08-11T00:00:00+00:00
BOM-BLR,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,469.63,84.53,65.16,42,661.32,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,886.17,159.51,73.49,35,1154.17,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,Air India,2026-08-12,2026-08-11,1,Economy Flex,1029.13,185.24,73.49,42,1329.86,airline site,2026-08-11T00:00:00+00:00
DEL-CCU,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,965.93,173.87,73.49,49,1262.29,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-CCU,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,978.09,176.06,73.49,35,1262.64,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,1096.98,197.46,73.49,42,1409.93,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,823.21,148.18,73.49,35,1079.88,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,Air India,2026-08-18,2026-08-11,7,Economy Flex,871.48,156.87,73.49,42,1143.84,airline site,2026-08-11T00:00:00+00:00
DEL-CCU,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,967.82,174.21,73.49,49,1264.52,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-CCU,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,952.54,171.46,73.49,35,1232.49,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,916.3,164.93,73.49,42,1196.72,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,804.41,144.79,73.49,35,1057.69,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,Air India,2026-08-26,2026-08-11,15,Economy Flex,802.19,144.39,73.49,42,1062.07,airline site,2026-08-11T00:00:00+00:00
DEL-CCU,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,896.48,161.37,73.49,49,1180.34,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-CCU,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,849.38,152.89,73.49,35,1110.76,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,938.82,168.99,73.49,42,1223.3,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,700.41,126.07,73.49,35,934.97,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,Air India,2026-09-10,2026-08-11,30,Economy Flex,657.14,118.29,73.49,42,890.92,airline site,2026-08-11T00:00:00+00:00
DEL-CCU,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,695.32,125.16,73.49,49,942.97,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-CCU,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,732.95,131.93,73.49,35,973.37,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,718.81,129.39,73.49,42,963.69,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,569.81,102.57,73.49,35,780.87,ixigo,2026-08-11T00:00:00+00:00
DEL-CCU,Air India,2026-09-25,2026-08-11,45,Economy Flex,577.18,103.89,73.49,42,796.56,airline site,2026-08-11T00:00:00+00:00
DEL-CCU,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,593.64,106.86,73.49,49,822.99,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-CCU,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,617.0,111.06,73.49,35,836.55,Cleartrip,2026-08-11T00:00:00+00:00
DEL-CCU,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,634.66,114.24,73.49,42,864.39,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,461.18,83.01,58.26,35,637.45,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,Air India,2026-08-12,2026-08-11,1,Economy Flex,462.49,83.25,58.26,42,646.0,MakeMyTrip,2026-08-11T00:00:00+00:00
BLR-HYD,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,474.67,85.44,58.26,49,667.37,Cleartrip,2026-08-11T00:00:00+00:00
BLR-HYD,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,492.96,88.73,58.26,35,674.95,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,506.0,91.08,58.26,42,697.34,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,435.24,78.34,58.26,35,606.84,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,Air India,2026-08-18,2026-08-11,7,Economy Flex,455.94,82.07,58.26,42,638.27,MakeMyTrip,2026-08-11T00:00:00+00:00
BLR-HYD,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,438.03,78.85,58.26,49,624.14,Cleartrip,2026-08-11T00:00:00+00:00
BLR-HYD,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,463.4,83.41,58.26,35,640.07,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,480.69,86.52,58.26,42,667.47,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,406.81,73.23,58.26,35,573.3,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,Air India,2026-08-26,2026-08-11,15,Economy Flex,445.05,80.11,58.26,42,625.42,MakeMyTrip,2026-08-11T00:00:00+00:00
BLR-HYD,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,436.21,78.52,58.26,49,621.99,Cleartrip,2026-08-11T00:00:00+00:00
BLR-HYD,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,448.07,80.65,58.26,35,621.98,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,449.27,80.87,58.26,42,630.4,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,370.4,66.67,58.26,35,530.33,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,Air India,2026-09-10,2026-08-11,30,Economy Flex,367.24,66.1,58.26,42,533.6,MakeMyTrip,2026-08-11T00:00:00+00:00
BLR-HYD,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,384.16,69.15,58.26,49,560.57,Cleartrip,2026-08-11T00:00:00+00:00
BLR-HYD,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,384.17,69.15,58.26,35,546.58,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,398.13,71.66,58.26,42,570.05,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,320.65,57.72,58.26,35,471.63,airline site,2026-08-11T00:00:00+00:00
BLR-HYD,Air India,2026-09-25,2026-08-11,45,Economy Flex,335.98,60.48,58.26,42,496.72,MakeMyTrip,2026-08-11T00:00:00+00:00
BLR-HYD,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,360.87,64.96,58.26,49,533.09,Cleartrip,2026-08-11T00:00:00+00:00
BLR-HYD,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,362.45,65.24,58.26,35,520.95,ixigo,2026-08-11T00:00:00+00:00
BLR-HYD,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,372.69,67.08,58.26,42,540.03,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,IndiGo,2026-08-12,2026-08-11,1,Economy Saver,1221.94,219.95,81.68,35,1558.57,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India,2026-08-12,2026-08-11,1,Economy Flex,1232.62,221.87,81.68,42,1578.17,Cleartrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India Express,2026-08-12,2026-08-11,1,Premium Economy,1216.48,218.97,81.68,49,1566.13,ixigo,2026-08-11T00:00:00+00:00
MAA-DEL,Akasa Air,2026-08-12,2026-08-11,1,Economy Saver,1226.61,220.79,81.68,35,1564.08,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,SpiceJet,2026-08-12,2026-08-11,1,Economy Flex,1404.13,252.74,81.68,42,1780.55,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,IndiGo,2026-08-18,2026-08-11,7,Economy Saver,1083.45,195.02,81.68,35,1395.15,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India,2026-08-18,2026-08-11,7,Economy Flex,1247.21,224.5,81.68,42,1595.39,Cleartrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India Express,2026-08-18,2026-08-11,7,Premium Economy,1145.95,206.27,81.68,49,1482.9,ixigo,2026-08-11T00:00:00+00:00
MAA-DEL,Akasa Air,2026-08-18,2026-08-11,7,Economy Saver,1315.04,236.71,81.68,35,1668.43,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,SpiceJet,2026-08-18,2026-08-11,7,Economy Flex,1240.76,223.34,81.68,42,1587.78,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,IndiGo,2026-08-26,2026-08-11,15,Economy Saver,1043.53,187.84,81.68,35,1348.05,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India,2026-08-26,2026-08-11,15,Economy Flex,1100.12,198.02,81.68,42,1421.82,Cleartrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India Express,2026-08-26,2026-08-11,15,Premium Economy,1014.65,182.64,81.68,49,1327.97,ixigo,2026-08-11T00:00:00+00:00
MAA-DEL,Akasa Air,2026-08-26,2026-08-11,15,Economy Saver,1076.47,193.76,81.68,35,1386.91,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,SpiceJet,2026-08-26,2026-08-11,15,Economy Flex,1085.4,195.37,81.68,42,1404.45,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,IndiGo,2026-09-10,2026-08-11,30,Economy Saver,771.06,138.79,81.68,35,1026.53,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India,2026-09-10,2026-08-11,30,Economy Flex,863.53,155.44,81.68,42,1142.65,Cleartrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India Express,2026-09-10,2026-08-11,30,Premium Economy,862.67,155.28,81.68,49,1148.63,ixigo,2026-08-11T00:00:00+00:00
MAA-DEL,Akasa Air,2026-09-10,2026-08-11,30,Economy Saver,900.89,162.16,81.68,35,1179.73,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,SpiceJet,2026-09-10,2026-08-11,30,Economy Flex,949.91,170.98,81.68,42,1244.57,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,IndiGo,2026-09-25,2026-08-11,45,Economy Saver,638.34,114.9,81.68,35,869.92,MakeMyTrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India,2026-09-25,2026-08-11,45,Economy Flex,744.58,134.02,81.68,42,1002.28,Cleartrip,2026-08-11T00:00:00+00:00
MAA-DEL,Air India Express,2026-09-25,2026-08-11,45,Premium Economy,722.7,130.09,81.68,49,983.47,ixigo,2026-08-11T00:00:00+00:00
MAA-DEL,Akasa Air,2026-09-25,2026-08-11,45,Economy Saver,771.53,138.88,81.68,35,1027.09,airline site,2026-08-11T00:00:00+00:00
MAA-DEL,SpiceJet,2026-09-25,2026-08-11,45,Economy Flex,798.01,143.64,81.68,42,1065.33,MakeMyTrip,2026-08-11T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-13,2026-08-12,1,Economy Flex,865.52,155.79,70.48,35,1126.79,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,Air India,2026-08-13,2026-08-12,1,Premium Economy,845.84,152.25,70.48,42,1110.57,MakeMyTrip,2026-08-12T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-13,2026-08-12,1,Economy Saver,801.52,144.27,70.48,49,1065.27,Cleartrip,2026-08-12T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-13,2026-08-12,1,Economy Flex,910.85,163.95,70.48,35,1180.28,ixigo,2026-08-12T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-13,2026-08-12,1,Premium Economy,946.25,170.32,70.48,42,1229.05,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-19,2026-08-12,7,Economy Flex,742.71,133.69,70.48,35,981.88,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,Air India,2026-08-19,2026-08-12,7,Premium Economy,806.67,145.2,70.48,42,1064.35,MakeMyTrip,2026-08-12T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-19,2026-08-12,7,Economy Saver,817.08,147.07,70.48,49,1083.63,Cleartrip,2026-08-12T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-19,2026-08-12,7,Economy Flex,809.26,145.67,70.48,35,1060.41,ixigo,2026-08-12T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-19,2026-08-12,7,Premium Economy,908.73,163.57,70.48,42,1184.78,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-27,2026-08-12,15,Economy Flex,698.58,125.74,70.48,35,929.8,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,Air India,2026-08-27,2026-08-12,15,Premium Economy,726.76,130.82,70.48,42,970.06,MakeMyTrip,2026-08-12T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-27,2026-08-12,15,Economy Saver,748.93,134.81,70.48,49,1003.22,Cleartrip,2026-08-12T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-27,2026-08-12,15,Economy Flex,826.17,148.71,70.48,35,1080.36,ixigo,2026-08-12T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-27,2026-08-12,15,Premium Economy,810.35,145.86,70.48,42,1068.69,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,IndiGo,2026-09-11,2026-08-12,30,Economy Flex,648.78,116.78,70.48,35,871.04,airline site,2026-08-12T00:00:00+00:00
DEL-BOM,Air India,2026-09-11,2026-08-12,30,Premium Economy,657.05,118.27,70.48,42,887.8,MakeMyTrip,2026-08-12T00:00:00+00:00
DEL-BOM,Air India Express,2026-09-11,2026-08-12,30,Economy Saver,701.23,126.22,70.48,49,946.93,Cleartrip,2026-08-12T00:00:00+00:00
DEL-BOM,Akasa Air,2026-09-11,2026-08-12,30,Economy Flex,747.04,134.47,70.48,35,986.99,ixigo,2026-08-12T00:00:00+00:00
DEL-BOM,SpiceJet,2026-09-11,2026-08-12,30,Premium Economy,749.81,134.97,70.48,42,997.26,airline site,2026-08-12T00:00:00+00:00
